id,entry_time
532,45
533,45
534,45
535,45
536,45
537,45
538,45
539,45
540,46
541,46
542,46
543,46
544,46
545,46
546,46
547,46
548,46
549,46
550,46
551,46
552,47
553,47
554,47
555,47
556,47
557,47
558,47
559,47
560,47
561,47
562,47
563,47
564,47
565,48
566,48
567,48
568,48
569,48
570,48
571,48
572,48
573,48
574,48
575,48
576,49
577,49
578,49
579,49
580,49
581,49
582,49
583,50
584,50
585,50
586,50
587,50
588,51
589,51
590,51
591,51
592,51
593,51
594,51
595,51
596,52
597,52
598,52
599,52
600,52
601,52
602,52
603,52
604,52
605,52
606,52
607,52
608,52
609,52
610,53
611,53
612,53
613,53
614,53
615,53
616,54
617,54
618,54
619,54
620,54
621,55
622,55
623,55
624,55
625,55
626,55
627,55
628,55
629,56
630,56
631,56
632,56
633,56
634,56
635,56
636,56
637,57
638,57
639,57
640,57
641,57
642,57
643,57
644,58
645,58
646,58
647,58
648,58
649,58
650,58
651,58
652,58
653,59
654,59
655,59
656,59
657,59
658,60
659,60
660,60
661,60
662,60
663,60
664,61
665,61
666,61
667,61
668,61
669,61
670,62
671,62
672,62
673,62
674,62
675,62
676,62
677,62
678,62
679,63
680,63
681,63
682,63
683,64
684,65
685,65
686,65
687,65
688,65
689,65
690,65
691,65
692,66
693,66
694,66
695,66
696,66
697,66
698,66
699,66
700,67
701,67
702,67
703,67
704,67
705,68
706,68
707,68
708,68
709,68
710,68
711,68
712,69
713,69
714,69
715,69
716,69
717,69
718,69
719,69
720,69
721,70
722,70
723,70
724,70
725,70
726,70
727,71
728,72
729,73
730,73
731,73
732,73
733,73
734,73
735,74
736,74
737,74
738,74
739,75
740,75
741,75
742,75
743,75
744,75
745,76
746,76
747,76
748,76
749,77
750,77
751,77
752,77
753,77
754,78
755,79
756,80
757,81
758,81
759,81
760,81
761,81
762,82
763,82
764,82
765,82
766,83
767,83
768,83
769,84
770,85
771,86
772,86
773,86
774,86
775,87
776,87
777,87
778,88
779,88
780,88
781,88
782,90
783,90
784,91
785,91
786,92
787,93
788,94
789,94
790,94
791,94
792,96
793,98
794,99
795,101
796,108
797,114
798,116
799,118
